종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조,종목코드,시장구분,업종명,시가총액
오뚜기,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,3.0,6.0,3.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,5.0,1.0,0.0,1.0,1.0,-4.0,-3.0,-2.0,-3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,7310,KOSPI,음식료품,1649222045000.0
오리엔트바이오,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,-4.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630,KOSPI,의약품,62848992650.0
오리온,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,271560,KOSPI,음식료품,3657092210000.0
오리온홀딩스,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,7.0,1.0,4.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1800,KOSPI,기타금융,888938538180.0
와이투솔루션,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,1.0,3.0,3.0,1.0,-,-,-,-,-,-,-,-,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11690,KOSPI,전기전자,127827507030.0
용평리조트,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70960,KOSPI,서비스업,134291999070.0
우리금융지주,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,316140,KOSPI,기타금융,10507669739150.0
우리종금,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,5.0,6.0,5.0,1.0,6.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,
우성,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,6980,KOSPI,음식료품,60193200000.0
우신시스템,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,-1.0,-2.0,-2.0,0.0,-4.0,-2.0,-2.0,-3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17370,KOSPI,기계,163910783300.0
우진,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,-1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,105840,KOSPI,의료정밀,167873051640.0
우진아이엔에스,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10400,KOSPI,건설업,33308140000.0
우진플라임,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,-2.0,-4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,49800,KOSPI,기계,54200000000.0
웅진,6.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,3.0,3.0,6.0,3.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,-2.0,2.0,0.0,-3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,16880,KOSPI,서비스업,90397527480.0
웅진씽크빅,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,6.0,3.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,0.0,-2.0,-1.0,0.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,95720,KOSPI,서비스업,250647987450.0
원림,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,-4.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5820,KOSPI,섬유의복,42857140500.0
웰바이오텍,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10600,KOSPI,유통업,49553256815.0
윌비스,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,3.0,0.0,0.0,-2.0,3.0,-2.0,0.0,0.0,-3.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,8600,KOSPI,유통업,32609478915.0
유나이티드,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,0.0,-2.0,-1.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,
유니드,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,-1.0,-2.0,0.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14830,KOSPI,화학,550882640000.0
유니온,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910,KOSPI,비금속광물,85707788310.0
유니온머티리얼,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47400,KOSPI,비금속광물,120750000000.0
유니켐,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,-2.0,0.0,1.0,-4.0,-2.0,-2.0,-5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11330,KOSPI,기타제조업,159327286713.0
유니퀘스트,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,6.0,5.0,1.0,3.0,6.0,0.0,4.0,0.0,0.0,-4.0,-4.0,-2.0,-5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,77500,KOSPI,유통업,145584020200.0
유성기업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,-2.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,KOSPI,운수장비,69669037500.0
유수홀딩스,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,5.0,7.0,5.0,3.0,5.0,6.0,1.0,-2.0,0.0,1.0,0.0,4.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,700,KOSPI,서비스업,141927875400.0
유안타증권,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,6.0,5.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,3470,KOSPI,증권,539908738080.0
유엔젤,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,-4.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72130,KOSPI,서비스업,44600634520.0
유유제약,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,6.0,5.0,5.0,3.0,5.0,0.0,-4.0,2.0,1.0,-2.0,0.0,0.0,-5.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,220,KOSPI,의약품,80052049700.0
유진증권,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,5.0,-2.0,0.0,-3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,,
유한양행,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100,KOSPI,의약품,5742968982400.0
유화증권,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3460,KOSPI,증권,125312337150.0
율촌화학,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,6.0,0.0,2.0,-1.0,0.0,-2.0,-2.0,-2.0,-3.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,8730,KOSPI,화학,820880000000.0
이건산업,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,6.0,5.0,3.0,5.0,5.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250,KOSPI,종이목재,59253755350.0
이구산업,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,25820,KOSPI,철강금속,221720460000.0
이노션,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,1.0,7.0,7.0,1.0,5.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,214320,KOSPI,서비스업,876000000000.0
이마트,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,139480,KOSPI,유통업,1714362868500.0
이수페타시스,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,5.0,6.0,1.0,5.0,5.0,7.0,3.0,5.0,6.0,6.0,3.0,0.0,-1.0,1.0,0.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7660,KOSPI,전기전자,2270546442100.0
이수화학,3.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,6.0,1.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,1.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,5950,KOSPI,화학,266310501080.0
이스타코,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15020,KOSPI,서비스업,32995732000.0
이아이디,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93230,KOSPI,유통업,354103029120.0
이엔플러스,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,-2.0,-4.0,2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,74610,KOSPI,기계,210768773795.0
이연제약,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102460,KOSPI,의약품,247948058740.0
이월드,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,84680,KOSPI,기타제조업,279074587824.0
이화산업,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,-2.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,760,KOSPI,유통업,40012000000.0
인디에프,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14990,KOSPI,섬유의복,51076836600.0
인바이오젠,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101140,KOSPI,유통업,93812977440.0
